game_id,proposer_name,responder_name,proposer_idx,responder_idx,offer,decision,proposer_payoff,responder_payoff,proposer_age,proposer_gender,proposer_job,responder_age,responder_gender,responder_job,proposer_FS,proposer_GR,proposer_RA,proposer_SS,proposer_ST,responder_FS,responder_GR,responder_RA,responder_SS,responder_ST,proposer_tokens,responder_tokens,total_tokens,proposer_reasoning,responder_reasoning
338,Ben Stein,Miriam Gold,22,49,35,accept,65,35,52,Female,Sales Director,29,Male,Translator,0.31,0.83,0.57,0.22,0.71,0.78,0.26,0.47,0.68,0.6,420,406,826,"As a Sales Director, I understand negotiation dynamics. Miriam is younger and from Israel where $100 has decent purchasing power. Cultural research suggests Israelis tend to be direct negotiators who value fairness. Given the cross-cultural context and age difference, I need to make a reasonable offer that shows respect while maximizing my return. A 70-30 split ($30 offer) might seem fair given I'm proposing, but risks rejection. A 65-35 split ($35) is more balanced and likely to be accepted - it's above the typical minimum acceptance threshold of 30% while still giving me the larger share as the proposer.","While $35 is less than a 50-50 split, it's still a significant amount of real money. Rejecting would mean getting $0 instead of $35. From a purely rational economic perspective, $35 is better than $0. Although the split favors Ben Stein, accepting gives me a guaranteed gain rather than nothing. The offer, while not equal, isn't so unfair that it's worth sacrificing $35 to punish the proposer."
339,Ben Stein,Miriam Gold,22,49,35,accept,65,35,52,Female,Sales Director,29,Male,Translator,0.31,0.83,0.57,0.22,0.71,0.78,0.26,0.47,0.68,0.6,378,397,775,"As a Sales Director, I understand negotiation dynamics. Given Miriam is younger and from Israel where cost of living varies, I need to make a fair offer that won't be rejected. Studies show offers below 30% are frequently rejected due to perceived unfairness. I'll offer $35 - this is above the rejection threshold, shows respect, and still secures me $65. It's a reasonable split that acknowledges fairness while maximizing my return.","While $35 is less than a 50-50 split, it's still a significant amount of money. Rejecting would mean I get nothing instead of $35. The offer, though not equal, isn't insultingly low - it's roughly a 35-65 split. From a practical standpoint, accepting $35 is better than walking away with $0. If I reject based on principle alone, I lose real money."
340,Ben Stein,Miriam Gold,22,49,30,accept,70,30,52,Female,Sales Director,29,Male,Translator,0.31,0.83,0.57,0.22,0.71,0.78,0.26,0.47,0.68,0.6,387,414,801,"As a Sales Director, I understand negotiation dynamics. Miriam is younger and from Israel where $100 has significant purchasing power. However, people generally reject offers below 20-30% as unfair. Given the cross-cultural context and that Miriam is a translator (likely analytical), I should offer enough to seem fair while maximizing my take. A 30% offer ($30) is typically at the threshold of acceptance - it's fair enough to avoid rejection while keeping $70 for myself.","While $30 is significantly less than a fair 50-50 split, I need to consider that rejecting means I get nothing. $30 is still a meaningful amount of money, and from a purely rational economic standpoint, $30 is better than $0. However, this offer feels quite unfair as Ben is keeping more than twice what I would receive. The 70-30 split suggests Ben is taking advantage of their position as proposer. Still, accepting guarantees me $30, which has real value."
341,Ben Stein,Liam Johnson,22,3,30,accept,70,30,52,Female,Sales Director,22,Male,Student,0.31,0.83,0.57,0.22,0.71,0.42,0.67,0.31,0.18,0.46,390,386,776,"As a 52-year-old Sales Director, I understand negotiation dynamics well. Liam is a 22-year-old student who likely needs money and may have less strategic experience. However, offering too little risks rejection and getting nothing. Students typically have strong fairness expectations. A $30-35 offer is reasonable - it's enough to seem fair to a young person while maximizing my return. Given he's a student (likely cash-strapped), $30 should be acceptable while securing me $70.","While $30 is less than a 50-50 split, it's still a significant amount of money for a student. Rejecting would mean getting $0 instead of $30. Even though the split favors Ben Stein, accepting $30 is better than walking away with nothing. The offer, while not generous, exceeds the minimum threshold where rejection would be worth the principle."
342,Ben Stein,Liam Johnson,22,3,30,accept,70,30,52,Female,Sales Director,22,Male,Student,0.31,0.83,0.57,0.22,0.71,0.42,0.67,0.31,0.18,0.46,440,407,847,"As a 52-year-old Sales Director, I understand negotiation dynamics. Liam is a young 22-year-old student who likely has limited income. From a strategic standpoint, I need to offer enough to avoid rejection while maximizing my share. Students typically have tight budgets, so a seemingly fair offer should be acceptable. Research shows offers below 20-25% often get rejected due to fairness concerns. However, given the age and income disparity, offering around 30% ($30) balances generosity with self-interest. This demonstrates respect for a younger person while acknowledging my senior position and negotiating experience. It's enough to seem fair and avoid triggering a spite-based rejection, while still securing $70 for myself.","While a 30-70 split is not equal, I need to consider that $30 is still a meaningful amount of money for me as a student. If I reject, I get nothing. The offer, though unfair, gives me $30 which is better than $0. From a purely rational economic perspective, any positive amount is better than nothing. However, this is quite an unbalanced split and feels exploitative. Still, as a student, $30 has real value to me."
343,Ben Stein,Liam Johnson,22,3,35,accept,65,35,52,Female,Sales Director,22,Male,Student,0.31,0.83,0.57,0.22,0.71,0.42,0.67,0.31,0.18,0.46,383,375,758,"As a Sales Director with experience in negotiations, I know that lowball offers often get rejected out of principle. Liam is a 22-year-old student who likely needs money, but students also tend to be idealistic about fairness. Research shows offers below 30% frequently get rejected. I'll offer $35 - enough to seem reasonable and fair while maximizing my take. This is above the rejection threshold but reflects the reality that I'm making the proposal and taking the strategic risk.","While a 35-65 split isn't perfectly equal, $35 is still a significant amount of money for me as a student. Rejecting would mean I get nothing, which is worse than getting $35. The offer gives me more than a third of the total, which, though not ideal, is acceptable rather than walking away with zero."
344,Ben Stein,Liam Johnson,22,3,32,accept,68,32,52,Female,Sales Director,22,Male,Student,0.31,0.83,0.57,0.22,0.71,0.42,0.67,0.31,0.18,0.46,399,389,788,"As a 52-year-old Sales Director, I understand negotiation dynamics well. Liam is a 22-year-old student, likely with limited income and high sensitivity to fairness. Students typically need money and might accept less than 50%, but offering too little risks rejection out of principle. A $30-35 offer balances maximizing my take while being reasonable enough for a student to accept - it's meaningful money for him and avoids the perceived unfairness of lowball offers below $25. I'll offer $32, keeping $68.","While $32 is less than a 50-50 split, it's still a significant amount of money that I would receive. Rejecting would mean getting $0 instead of $32. From a rational economic perspective, $32 is better than nothing. Though the split favors Ben Stein considerably (68-32), accepting guarantees me a positive outcome rather than leaving with nothing out of principle."
345,Ben Stein,Liam Johnson,22,3,35,accept,65,35,52,Female,Sales Director,22,Male,Student,0.31,0.83,0.57,0.22,0.71,0.42,0.67,0.31,0.18,0.46,393,393,786,"As a Sales Director with experience in negotiations, I need to balance fairness with strategic thinking. Liam is a 22-year-old student, likely sensitive to fairness and potentially willing to reject low offers on principle. Students typically need money but also have strong notions of equity. Research shows offers below 30% are frequently rejected. I'll offer $35, which is fair enough to likely be accepted (above the typical rejection threshold) while maximizing my return at $65. This shows respect for his position while being strategically sound.","While $35 is less than a 50-50 split, it's still a significant amount of real money. Ben Stein is offering me more than a third of the total, which, though not entirely fair, is better than the $0 I would get if I reject. From a purely rational economic perspective, $35 is better than $0. Rejecting would be cutting off my nose to spite my face."
346,Ben Stein,Noah Williams,22,12,40,accept,60,40,52,Female,Sales Director,41,Female,Data Analyst,0.31,0.83,0.57,0.22,0.71,0.49,0.32,0.72,0.3,0.88,375,429,804,"As a Sales Director, I understand negotiation dynamics. Research shows ultimatum game offers of 40-50% have high acceptance rates, while offers below 30% often get rejected on principle. Given that Noah is a Data Analyst, she likely thinks analytically about fairness. A 40% offer ($40) is substantive enough to be respectful while allowing me to retain the majority. This balances self-interest with the risk of rejection that would leave us both with nothing.","Ben Stein is offering me $40 out of $100, which is a 40-60 split in her favor. While this isn't a perfectly equal split, $40 is a substantial amount of money that I would be guaranteed to receive. If I reject out of principle, we both get nothing, and I lose the guaranteed $40. From a purely rational economic standpoint, $40 is better than $0. The offer, while favoring Ben, isn't extremely unfair - it's not an insulting lowball like $10 or $20. I'll accept this offer."
347,Ben Stein,Noah Williams,22,12,40,accept,60,40,52,Female,Sales Director,41,Female,Data Analyst,0.31,0.83,0.57,0.22,0.71,0.49,0.32,0.72,0.3,0.88,363,429,792,"As a Sales Director, I understand the importance of fair negotiation and building goodwill. Given that Noah is a Data Analyst, she likely approaches decisions analytically and will expect a reasonable offer. Research on the Ultimatum Game shows that offers below 30% are frequently rejected. A 40-60 split demonstrates respect while still securing a majority share. This offer is generous enough to be accepted while maximizing my return.","Ben Stein is proposing a 60-40 split in her favor. While this isn't perfectly equal, $40 is a significant amount of money that I would receive for simply accepting the offer. If I reject out of principle, I get nothing. From a purely rational standpoint, $40 is better than $0. The split, though tilted in her favor, isn't extremely unfair - it's not as if she's offering me only $10 or $20. A 60-40 split is within a reasonable range, and rejecting would only hurt both of us."
348,Ben Stein,Noah Williams,22,12,40,accept,60,40,52,Female,Sales Director,41,Female,Data Analyst,0.31,0.83,0.57,0.22,0.71,0.49,0.32,0.72,0.3,0.88,375,380,755,"As a Sales Director, I understand negotiation dynamics and fair value propositions. Noah is a Data Analyst, likely analytical and rational in decision-making. A 60-40 split favoring me is reasonable - it's above the minimum acceptable threshold that most rational players accept (typically 30%), shows respect for her position, and maximizes my return while minimizing rejection risk. Offering $40 demonstrates fairness without being overly generous, which could signal weakness or desperation.","While a 60-40 split is not perfectly equal, $40 is a reasonable offer that represents 40% of the total. Rejecting would leave me with $0, which is clearly worse than accepting $40. The offer exceeds typical minimum acceptance thresholds in ultimatum game research (usually around 30%), and accepting guarantees a tangible gain."
349,Ben Stein,Noah Williams,22,12,40,accept,60,40,52,Female,Sales Director,41,Female,Data Analyst,0.31,0.83,0.57,0.22,0.71,0.49,0.32,0.72,0.3,0.88,360,390,750,"As a Sales Director, I understand the importance of fair negotiation and building goodwill. Noah is a Data Analyst who likely thinks analytically about fairness and rational outcomes. Research shows most people reject offers below 30% as unfair. A 40-60 split demonstrates respect and fairness while still securing a majority for myself. This offer is generous enough to avoid rejection risk while maximizing my return.","While a 40-60 split isn't perfectly equal, $40 is a substantial amount of money that I would gain. Rejecting would leave me with nothing. From a purely rational economic perspective, $40 is better than $0. Though the split favors Ben, it's not extremely unfair - I'm still getting 40% of the total. Accepting this offer is in my best financial interest."
350,Ben Stein,Noah Williams,22,12,40,accept,60,40,52,Female,Sales Director,41,Female,Data Analyst,0.31,0.83,0.57,0.22,0.71,0.49,0.32,0.72,0.3,0.88,376,409,785,"As a Sales Director, I understand the importance of fair negotiation and building good relationships. Given that Noah is a Data Analyst, she likely approaches decisions analytically and will evaluate fairness objectively. A 60-40 split in my favor is reasonable - it gives me the larger share while offering her a substantial amount ($40) that most rational players would accept rather than reject and get nothing. This offer is above the typical minimum acceptance threshold of 30% and shows respect for her position.","While a 40-60 split is not perfectly equal, $40 is a significant amount of money that I would be walking away from if I reject. The offer gives me 40% of the total, which, though less than half, is not insultingly low. Rejecting would mean I get nothing instead of $40, which would be cutting off my nose to spite my face. From a practical standpoint, accepting $40 is better than the $0 I would get from rejecting."
351,Ben Stein,Emily Harris,22,28,35,accept,65,35,52,Female,Sales Director,23,Female,Art Student,0.31,0.83,0.57,0.22,0.71,0.81,0.23,0.25,0.71,0.42,390,374,764,"As a Sales Director with significant life experience, I need to balance maximizing my return with making a fair offer that Emily will accept. Given she's a young art student (23), she likely has limited income and would appreciate a reasonable offer. However, she's also young and might have idealistic notions about fairness. Research suggests offers below 30% are frequently rejected. I'll offer $35 - it's enough to seem fair and generous to a student, but still gives me the larger share ($65). This respects her position while maximizing my gain.","While a 35-65 split isn't perfectly equal, $35 is still a significant amount of money for me as an art student. Rejecting would mean I get nothing, which would be worse than accepting $35. Although the split favors Ben, getting $35 is better than the $0 I'd get from rejecting."
352,Ben Stein,Emily Harris,22,28,35,accept,65,35,52,Female,Sales Director,23,Female,Art Student,0.31,0.83,0.57,0.22,0.71,0.81,0.23,0.25,0.71,0.42,397,379,776,"As a Sales Director with significant experience, I understand the importance of strategic negotiation and reading people. Emily is a young art student - likely living on a tight budget with student loans and limited income. While I could offer a minimal amount, that would be short-sighted and risks rejection, resulting in nothing. A fair offer between $30-40 shows respect and acknowledges our different financial positions. $35 is generous enough to be compelling for someone in her situation while still securing a substantial $65 for myself. This balances maximizing my return with the practical reality that she needs to accept.","While $35 is less than a 50-50 split, it's still a significant amount of money for me as a 23-year-old art student. Rejecting would mean I get nothing, and $35 is better than $0. Though the split favors Ben, accepting guarantees me real money rather than walking away empty-handed on principle."
353,Ben Stein,Emily Harris,22,28,32,accept,68,32,52,Female,Sales Director,23,Female,Art Student,0.31,0.83,0.57,0.22,0.71,0.81,0.23,0.25,0.71,0.42,378,388,766,"As a Sales Director, I understand negotiation dynamics. Emily is a 23-year-old art student, likely with limited income. A fair offer that respects her dignity while maximizing my return would be around $30-35. This is above the minimum acceptable threshold (typically $20-25) and shows respect for her position. Too low risks rejection out of principle; too high leaves money on the table. $32 strikes a balance - generous enough to be accepted, but keeps the larger share.","While $32 is less than a 50/50 split, it's still a significant amount of money for me as an art student. Rejecting would mean I get nothing, and $32 is better than $0. Although the split favors Ben (68/32), accepting gives me guaranteed money versus the principle of fairness. From a practical standpoint, $32 has real value to me."
354,Ben Stein,Emily Harris,22,28,40,accept,60,40,52,Female,Sales Director,23,Female,Art Student,0.31,0.83,0.57,0.22,0.71,0.81,0.23,0.25,0.71,0.42,371,392,763,"As a Sales Director, I understand negotiation dynamics. Emily is a young art student, likely with limited income and high sensitivity to fairness given her generation's values. Offering too little risks rejection out of principle. A 60-40 split in my favor is reasonable - it gives me the larger share while showing respect and fairness. $40 is substantial enough that rejection would mean she loses real money, but fair enough to likely be accepted.","While a 40-60 split isn't perfectly equal, $40 is a reasonable offer that puts real money in my pocket. As an art student, $40 has significant value to me. Rejecting would mean getting nothing, which helps no one. The offer isn't insultingly low - it's just moderately unequal. Taking $40 is better than the $0 I'd get from rejecting."
355,Ben Stein,Emily Harris,22,28,35,accept,65,35,52,Female,Sales Director,23,Female,Art Student,0.31,0.83,0.57,0.22,0.71,0.81,0.23,0.25,0.71,0.42,375,387,762,"As a 52-year-old Sales Director, I understand negotiation and fairness. Emily is a 23-year-old art student, likely with limited income and student debt. A fair offer that she'll accept is important. Research shows offers below 30% are often rejected on principle. Given her financial situation as a student, I'll offer $35 - generous enough to ensure acceptance while maximizing my return. This shows respect and acknowledges the power dynamic without being exploitative.","While $35 is less than a 50/50 split, it's still a significant amount of money for me as a student. Rejecting would mean I get nothing, and $35 is better than $0. The offer isn't extremely unfair - it's roughly a 35/65 split. Though not equal, it's within a range I can accept rather than walking away with nothing."
356,Ben Stein,Ava Thompson,22,89,30,accept,70,30,52,Female,Sales Director,26,Male,Journalist,0.31,0.83,0.57,0.22,0.71,0.8,0.28,0.46,0.72,0.58,385,473,858,"As a Sales Director, I understand negotiation dynamics. Ava is a young journalist, likely early in their career with modest income. Research shows most people reject offers below 20-30% as unfair. Given the age and career stage difference, I should offer enough to seem respectful without being overly generous. A 30% offer ($30) is fair, avoids appearing exploitative, and leaves me with $70 - a strong outcome that Ava will likely accept as reasonable.","Ben Stein is offering me $30 out of $100, which is a 30-70 split in her favor. While this isn't an equal split, $30 is still a meaningful amount of money that I would gain. If I reject out of principle, I get nothing. From a purely rational economic perspective, $30 is better than $0. However, this is quite an unbalanced offer - she's taking more than twice what she's offering me. In ultimatum game studies, offers below 30% are often rejected. This is right at that threshold. Given that I'm 26 and working as a journalist (likely not the highest paying job), $30 has real value to me. I'll accept, though I consider this offer to be on the edge of fairness."
357,Ben Stein,Ava Thompson,22,89,35,accept,65,35,52,Female,Sales Director,26,Male,Journalist,0.31,0.83,0.57,0.22,0.71,0.8,0.28,0.46,0.72,0.58,379,389,768,"As a Sales Director, I understand negotiation dynamics. Ava is a young journalist - likely idealistic and fairness-minded given the profession. Offering too little risks rejection out of principle. However, as the younger party, he may be more willing to accept a pragmatic split. I'll offer $35 - enough to seem reasonable and avoid rejection, but keeping the larger share as the proposer. This is above the minimum acceptance threshold while maximizing my return.","While $35 is less than an equal split, it's still a significant amount of real money. Rejecting would leave me with $0 just to punish an unfair offer. From a purely rational economic perspective, $35 is better than $0. Though the 35/65 split feels somewhat unfair, it's not extremely lopsided, and accepting guarantees me a reasonable gain."
358,Ben Stein,Ava Thompson,22,89,35,accept,65,35,52,Female,Sales Director,26,Male,Journalist,0.31,0.83,0.57,0.22,0.71,0.8,0.28,0.46,0.72,0.58,384,398,782,"As a Sales Director, I understand negotiation dynamics. Ava is a young journalist, likely earning less than me at 26. Research shows offers below 30% often get rejected on principle. Given the age and likely income gap, I should make a fair offer that acknowledges his position while maximizing my take. A 35% offer ($35) shows respect, is well above the rejection threshold, and gives me a strong $65. This balances fairness with strategic self-interest.","While $35 is significantly less than an equal split, it's still a meaningful amount of money. Rejecting would mean I get $0 instead of $35. From a purely rational standpoint, $35 is better than nothing. Though the 35/65 split feels somewhat unfair, it's not so egregiously low that rejecting it makes financial sense. I'll accept and gain $35 rather than walk away with nothing."
359,Ben Stein,Ava Thompson,22,89,30,accept,70,30,52,Female,Sales Director,26,Male,Journalist,0.31,0.83,0.57,0.22,0.71,0.8,0.28,0.46,0.72,0.58,395,391,786,"As a Sales Director, I understand negotiation dynamics. Ava is a young journalist, likely early in their career with modest income. Research shows people typically reject offers below 20-30% as unfair. Given the age and career stage difference, I should offer enough to appear fair and respectful while maximizing my return. A 30% offer ($30) is a solid middle ground - it's above the typical rejection threshold, shows respect for a younger professional, and still gives me $70. This balances fairness with self-interest.","While $30 is not an equal split, it's still a significant amount of money that I would gain. A 30/70 split is somewhat unfair, but rejecting would leave me with nothing. From a purely rational economic perspective, $30 is better than $0. However, this offer does seem to take advantage of the power dynamic in the game. Still, accepting $30 is the practical choice."
360,Ben Stein,Ava Thompson,22,89,30,reject,0,0,52,Female,Sales Director,26,Male,Journalist,0.31,0.83,0.57,0.22,0.71,0.8,0.28,0.46,0.72,0.58,402,431,833,"As a 52-year-old Sales Director, I understand negotiation dynamics. Ava is a young journalist, likely early in their career with modest income. Research shows ultimatum game offers below 20-30% often get rejected due to fairness concerns. Given the $100 stakes are meaningful but not life-changing, I'll offer $30 - this is fair enough to avoid rejection while maximizing my return at $70. A 70-30 split favors my position as proposer while respecting basic fairness norms that younger professionals tend to value.","A $70/$30 split heavily favors Ben Stein. This is significantly unequal - Ben would get more than twice what I'd receive. While $30 is better than $0, this offer seems unfair and exploitative. In the Ultimatum Game, accepting very unequal splits can encourage unfair behavior. The typical fair split would be closer to $50/$50, and even $60/$40 would be more reasonable. I'll reject this offer on principle, even though it means neither of us gets anything, to signal that such unequal proposals are unacceptable."
361,Emily Harris,Daniel Cohen,28,1,32,reject,0,0,23,Female,Art Student,28,Male,Software Engineer,0.81,0.23,0.25,0.71,0.42,0.63,0.41,0.53,0.37,0.72,376,442,818,"As a 23-year-old art student, I likely have limited income compared to Daniel, a 28-year-old software engineer. However, in the Ultimatum Game, people typically reject offers below 20-30% as unfair. Given cultural considerations and that Daniel likely earns well in tech, I'll offer a moderate amount that's fair enough to be accepted but allows me to keep the majority. A $30-35 offer is commonly accepted as reasonable without being overly generous.","Emily's offer of $32/$68 is clearly unfair and heavily skewed in her favor. While $32 is better than $0, this 32/68 split represents a significant deviation from fairness. As a software engineer, I likely have a stable income, so the $32 isn't crucial. However, accepting such an unbalanced offer would reward unfair behavior. The standard economic threshold for rejection in ultimatum games is typically around 70/30 or worse. This 68/32 split is right at that boundary. Given the principle involved and that she's taking more than twice what she's offering me, I should reject this to signal that such unfair proposals are unacceptable."
362,Emily Harris,Daniel Cohen,28,1,30,reject,0,0,23,Female,Art Student,28,Male,Software Engineer,0.81,0.23,0.25,0.71,0.42,0.63,0.41,0.53,0.37,0.72,392,422,814,"As a 23-year-old art student, I likely have limited income compared to Daniel, a 28-year-old software engineer. However, in the Ultimatum Game, the other player's wealth doesn't typically change their acceptance threshold - most people reject offers below $20-30 as unfair. Cross-cultural studies show Israeli players tend to accept offers similar to Western norms. I'll offer $30, which is a reasonable 30% split that most players accept while maximizing my gain at $70. This balances fairness perception with self-interest.","A $70-$30 split heavily favors Emily, giving her more than twice what I would receive. This is far from an equitable split. However, I need to consider the strategic aspect: rejecting means I get $0 instead of $30. While the offer seems unfair, $30 is still a tangible gain. That said, such an imbalanced proposal (70-30) is generally considered unreasonable in the Ultimatum Game, where offers below 40% are often rejected on principle. I'll reject this offer as it's too skewed and doesn't reflect a fair negotiation."
363,Emily Harris,Daniel Cohen,28,1,30,accept,70,30,23,Female,Art Student,28,Male,Software Engineer,0.81,0.23,0.25,0.71,0.42,0.63,0.41,0.53,0.37,0.72,398,385,783,"As a 23-year-old art student, I likely have limited income compared to Daniel, a 28-year-old software engineer. However, in the Ultimatum Game, offers perceived as too unfair often get rejected out of principle. Research shows offers below 20-30% frequently get rejected. Given cultural considerations and that Daniel likely earns more, I'll offer a fair but strategic amount. A 30-35% offer is generally accepted while allowing me to keep the majority. I'll offer $30, which is a round number that seems fair enough to avoid rejection while maximizing my take.","A $70-$30 split is quite unfair, giving Emily more than twice what I would receive. However, from a purely rational economic perspective, $30 is better than $0. While the offer feels inequitable and I might be inclined to reject it on principle to punish unfair behavior, accepting still leaves me with a tangible gain. Given that rejection benefits neither of us, I'll accept the offer despite its unfairness."
364,Emily Harris,Daniel Cohen,28,1,35,accept,65,35,23,Female,Art Student,28,Male,Software Engineer,0.81,0.23,0.25,0.71,0.42,0.63,0.41,0.53,0.37,0.72,390,389,779,"As a 23-year-old art student, I likely have limited income compared to Daniel, a 28-year-old software engineer. However, in the Ultimatum Game, I need to balance maximizing my gain with making an offer he'll accept. Research shows offers below 20-30% are often rejected on principle. Given cultural factors and that Daniel has a stable tech career, he might accept a moderate offer. I'll offer $35 - enough to seem fair and avoid rejection, while keeping $65 for myself as someone with likely more financial constraints.","While $35 is less than an equal split, it's still a significant amount of money. Rejecting would mean getting $0 instead of $35. From a purely rational economic perspective, $35 is better than nothing. Although the split favors Emily (65/35), it's not an extremely unfair offer - I'm still getting more than a third of the total. Rejecting out of principle would hurt me more than it would teach a lesson."
365,Emily Harris,Daniel Cohen,28,1,30,accept,70,30,23,Female,Art Student,28,Male,Software Engineer,0.81,0.23,0.25,0.71,0.42,0.63,0.41,0.53,0.37,0.72,372,425,797,"As a 23-year-old art student, I likely have limited income compared to a 28-year-old software engineer. However, I need to make an offer that Daniel will accept. Research shows most people reject offers below 20-30% as unfair. Given cultural factors and that software engineers typically earn well, I'll offer $30 - enough to seem fair and likely to be accepted, while securing $70 for myself which would be very helpful as a student.","Emily is proposing a 70-30 split in her favor, which is quite unbalanced. While $30 is better than $0, this offer seems unfair as it heavily favors her. However, from a purely rational economic perspective, $30 is still a gain. But accepting such an inequitable offer might encourage unfair behavior. The typical threshold for rejection in ultimatum games is around 20-30% of the total. At 30%, this is borderline. Given that Emily is a student and might have financial constraints, and considering that $30 is still meaningful money, I'll accept, though reluctantly."
366,Emily Harris,Sarah Levy,28,14,40,accept,60,40,23,Female,Art Student,31,Female,Product Manager,0.81,0.23,0.25,0.71,0.42,0.75,0.33,0.46,0.81,0.67,401,384,785,"As a 23-year-old art student, I'm likely more budget-conscious than Sarah, a 31-year-old product manager who probably earns more. However, I need to make an offer she'll accept. Research shows people typically reject offers below 30% as unfair. Given cultural considerations and that she's a professional, I should offer something perceived as reasonable. A 40-60 split ($40 to her) shows respect and fairness while still maximizing my gain, which I need more as a student. This is above the typical rejection threshold and demonstrates goodwill.","Emily is proposing a 60-40 split in her favor. While not perfectly equal, $40 is a significant amount of money - it's 40% of the total. Rejecting would leave me with nothing. From a rational economic perspective, $40 is better than $0. The split isn't egregiously unfair, and as a student, Emily may need the extra money. Accepting is the practical choice."
367,Emily Harris,Sarah Levy,28,14,35,accept,65,35,23,Female,Art Student,31,Female,Product Manager,0.81,0.23,0.25,0.71,0.42,0.75,0.33,0.46,0.81,0.67,416,388,804,"As a 23-year-old art student, I'm likely in a tight financial situation, but I need to make an offer that Sarah will accept. Sarah is a 31-year-old product manager in Israel, suggesting she's established in her career with stable income. Research shows most people reject offers below 30% as unfair. Given cultural considerations and that she's likely financially comfortable, I should offer enough to seem fair while maximizing my share. A 35-40% offer balances fairness with self-interest. I'll offer $35, giving me $65 - this is above the typical rejection threshold and shows respect while acknowledging my student financial needs.","While $35 is less than a 50-50 split, it's still a meaningful amount of money. Rejecting would mean getting $0 instead of $35, which doesn't benefit me financially. Although the split feels somewhat unfair (Emily keeps nearly twice as much), accepting $35 is rational since something is better than nothing. The alternative of both getting $0 purely to punish an unequal split doesn't serve my interests."
368,Emily Harris,Sarah Levy,28,14,30,reject,0,0,23,Female,Art Student,31,Female,Product Manager,0.81,0.23,0.25,0.71,0.42,0.75,0.33,0.46,0.81,0.67,433,423,856,"As a 23-year-old art student, I likely have limited income compared to Sarah, who is a 31-year-old product manager with presumably higher earnings. However, I need to make an offer that's fair enough for her to accept. Research on the Ultimatum Game shows that offers below 20-30% are often rejected due to fairness concerns, even when rejection means getting nothing. Given cultural considerations and that Sarah is likely financially stable, I should offer something perceived as reasonable but not overly generous. A 30-35% split is typically seen as acceptable while allowing me to maximize my gain. I'll offer $30, giving me $70 - this respects fairness norms while acknowledging my financial need as a student.","Emily is proposing a 70-30 split heavily in her favor. While $30 is better than $0, this offer is quite unfair - she's taking more than twice what she's offering me. As someone with professional experience and financial responsibilities, I find this split disrespectful. A fair split would be closer to 50-50, or at minimum 60-40. By rejecting unfair offers, I'm signaling that such unbalanced proposals are unacceptable, which may lead to better behavior in future interactions. The principle of fairness matters more than accepting an exploitative $30."
369,Emily Harris,Sarah Levy,28,14,40,accept,60,40,23,Female,Art Student,31,Female,Product Manager,0.81,0.23,0.25,0.71,0.42,0.75,0.33,0.46,0.81,0.67,416,388,804,"As a 23-year-old art student, I likely have limited income compared to Sarah, a 31-year-old product manager. However, I need to consider what offer Sarah will accept. Research shows people typically reject offers below 30% as unfair. Given cultural and professional differences, I should offer something perceived as reasonable. A 40-60 split ($40 to Sarah) balances fairness with maximizing my take, as it's above the typical rejection threshold while allowing me to keep $60. This accounts for the power dynamic where Sarah, being older and professionally established, might expect fair treatment but will likely accept a reasonable offer that benefits both of us.","Emily is proposing a 60-40 split in her favor. While not perfectly equal, $40 is a substantial amount of money - it's 40% of the total. Rejecting would leave me with nothing, and accepting gives me $40. From a purely rational perspective, $40 is better than $0. The split isn't egregiously unfair - it's within a reasonable range where both parties benefit meaningfully from the transaction."
370,Emily Harris,Sarah Levy,28,14,40,accept,60,40,23,Female,Art Student,31,Female,Product Manager,0.81,0.23,0.25,0.71,0.42,0.75,0.33,0.46,0.81,0.67,382,382,764,"As a 23-year-old art student, I likely have limited income compared to Sarah, a 31-year-old product manager. However, in the Ultimatum Game, people typically reject offers below 30% as unfair. Given cultural considerations and that Sarah is established in her career, I should offer a fair amount that respects equity norms. A 40-60 split shows goodwill while still securing a reasonable amount for myself. This balances maximizing my share with ensuring acceptance.","Emily is proposing a 60-40 split in her favor. While not perfectly equal, $40 is a substantial amount of money and represents 40% of the total. Rejecting would mean we both get nothing. From a rational perspective, $40 is better than $0. The split isn't extremely unfair - it's within a reasonable range where acceptance makes economic sense, even though it favors her somewhat."
371,Emily Harris,Idan Aloni,28,24,30,reject,0,0,23,Female,Art Student,27,Female,Mechanical Engineer,0.81,0.23,0.25,0.71,0.42,0.48,0.42,0.63,0.31,0.79,408,434,842,"As an art student with likely limited income, I want to maximize my share, but I need to make an offer that Idan will accept. Research shows people typically reject offers below 20-30% as unfair. Given that Idan is a mechanical engineer (likely values fairness and rational decision-making) and the cross-cultural aspect (Israel to USA), I should offer something perceived as reasonable. A 30-70 split gives me $70 while offering $30, which is above the typical rejection threshold and demonstrates basic fairness without being overly generous.","Emily is proposing a 70-30 split in her favor, which is quite unbalanced. While $30 is better than $0, this offer takes advantage of the power dynamic in the ultimatum game. A fair split would be closer to 50-50, or at minimum 60-40. This 70-30 proposal suggests she's banking on me preferring something over nothing. However, accepting such an unfair offer would reward this strategy. By rejecting, I send a signal that fair treatment matters, even at personal cost. The principle of fairness and not enabling exploitative behavior is worth more than $30 in this context."
